"Reference";"National reference";"Country/Territory";"Typ";"Disease name";"Disease type";"Epidemiological unit";"Submitted on";"Modified on";"Administrative division level 1";"Administrative division level 2";"Administrative division level 3";"Outbreak occurring inside an already restricted zone";"Latitude";"Longitude";"Approximate location";"Location";"Wildlife type 1";"Production Type 1";"Water type 1";"Production system 1";"Measuring unit 1";"Susceptible 1";"Cases 1";"Dead 1";"Killed 1";"Slaughtered 1";"Vaccinated 1";"Outbreak year";"Suspicion/Start date";"Confirmation date";"End date";"Status Continuing/Resolved";"Suspicion";"Clinical signs";"Diagnostic tests";"Necropsy";"Category 1";"Subcategory 1";"Test name 1";"Test type 1";"Laboratory type 1";"Species 1";"Result date 1";"Result type 1";"Pertinence"
"DE-HPAI(NON-P)-2026-3jcxn";"26-015-xjz5q";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-06";"2026-05-06";"Schleswig-Holstein";"Ostholstein";"Eutin";"true";"54,1300000000000";"10,590000000000000";"true";"Eutin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-qe05r";"26-015-6w86b";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-06";"2026-05-06";"Schleswig-Holstein";"Ostholstein";"Eutin";"true";"54,1400000000000";"10,650000000000000";"true";"Eutin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-r4qe4";"26-015-wixx2";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-06";"2026-05-06";"Schleswig-Holstein";"Ostholstein";"Eutin";"true";"54,1300000000000";"10,619999999999999";"true";"Eutin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-extc1";"26-015-x3s55";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-06";"2026-05-06";"Schleswig-Holstein";"Ostholstein";"Eutin";"true";"54,1300000000000";"10,619999999999999";"true";"Eutin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-07";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
"CY-FMD-2026-1k9y6";NaN;"Zypern";"Secondary";"Foot and mouth disease virus (Inf. with)";"SAT 1";"Farm";"2026-05-05";"2026-05-05";"Larnaca";NaN;NaN;"true";"35,0362140000000";"33,549379999999999";"true";"Larnaca";NaN;NaN;NaN;NaN;"Tiere";"1247";"54";NaN;NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";NaN;"Continuing";"false";"false";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU and WOAH"
"PL-ASF-2026-1wvh0";"2026/1097-lsmbv";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Wejherowo";"Gniewino";"true";"54,6386553607063";"17,927096798093988";"false";"Gniewino";"Wild";NaN;NaN;NaN;"Tiere";NaN;"8";"8";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-d1sjk";"2026/1096-hm49p";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Wejherowo";"Reda";"true";"54,6408507374836";"18,372269551945269";"false";"Reda";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-21";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-dneke";"2026/1095-15899";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Wejherowo";"Łęczyce";"true";"54,5861996539319";"17,869139125517087";"false";"Łęczyce";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-19";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-9mhtr";"2026/1094-cgh6h";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Puck";"Władysławowo";"true";"54,7786431657112";"18,417105956429957";"false";"Władysławowo";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-24";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-t23bk";"2026/1093-tiuzw";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Starogard";"Skarszewy";"true";"54,0633262751415";"18,469045345402883";"false";"Skarszewy";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-22";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-2eu9y";"2026/1092-vodmk";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Gdańsk";"Pruszcz Gdański (rural)";"true";"54,2306622849936";"18,594216515685233";"false";"Pruszcz Gdański (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-16";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-31t4n";"2026/1091-4jmw5";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Gdańsk";"Kolbudy";"true";"54,3294919149830";"18,505108448523714";"false";"Kolbudy";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-20";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-0b0ni";"2026/1090-splyp";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Gdańsk";"Pruszcz Gdański (rural)";"true";"54,2033513906899";"18,605575433345020";"false";"Pruszcz Gdański (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-22";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-3jufx";"2026/1089-114io";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-05";"2026-05-05";"Pomorskie";"Gdańsk";"Pruszcz Gdański (rural)";"true";"54,2788815202999";"18,588040723134490";"false";"Pruszcz Gdański (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-18";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"MD-RABIES-2026-gf9lf";"78/34RD-rgrj9";"Moldau, Republik";"Primary";"Rabies virus (Inf. with)";"RABV";"Backyard";"2026-05-05";"2026-05-05";"Criuleni";NaN;NaN;NaN;"47,2426500000000";"28,809590000000000";"true";"Criuleni";NaN;NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Antibody detection";"Antibody detection tests";"Direct immunofluorescence test";"Laboratory";"National Reference Laboratory";"Dogs";"2026-04-29";"Positive";"EU and WOAH"
"CZ-ND.NON-P-2026-qkdk3";"NCZ-ghxbn";"Tschechische Republik";"Primary";"Newcastle disease virus in non-poultry for AHL";NaN;NaN;"2026-05-04";"2026-05-04";"Moravskoslezský";"Karviná";NaN;"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"43";"12";"12";"31";"0";NaN;"2026";"2026-04-24";"2026-04-29";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"Regional Reference Laboratory";"Birds";"2026-04-29";"Positive";"EU"
"PL-HPAI(P)-2026-2bsqe";"2026/114-e37du";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-05-04";"2026-05-04";"Mazowieckie";"Żuromin";"Bieżuń";"true";"52,9325775731593";"19,888364014716206";"false";"Władysławowo";NaN;"Poultry";NaN;NaN;"Tiere";"707726";"707726";"380";"707346";NaN;NaN;"2026";"2026-04-28";"2026-04-29";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-fp7g9";"08791/2-ys2zf";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,7124905122358";"24,072167841556460";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-7uub5";"08791/1-jp54w";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,7276748500849";"24,072936024178816";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-i1dv1";"08786-wasvt";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Utenos";"Anykščių";NaN;"true";"55,5598576415845";"24,670256326988163";"false";"Anykščių";"Wild";NaN;NaN;NaN;"Tiere";NaN;"5";"5";NaN;NaN;NaN;"2026";"2026-04-24";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-yo8r5";"08790-qiym9";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Šiauliai";"Radviliškio";NaN;"true";"55,7286191538294";"24,067317944152162";"false";"Radviliškio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"4";"4";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-t6gm6";"08793-68otc";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Šiauliai";"Radviliškio";NaN;"true";"55,7661372769433";"23,891212844074801";"false";"Radviliškio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"4";"4";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-kcmjf";"08784/5-x9urd";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Utenos";"Anykščių";NaN;"true";"55,5724153559681";"24,695331038383067";"false";"Anykščių";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-dty48";"26-015-9a0r2";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-04";"2026-05-04";"Niedersachsen";"Region Hannover";"Lehrte";"true";"52,3600000000000";"9,960000000000001";"true";"Lehrte";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-20";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Falconidae (incognita)";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-dr8i0";"08784/1-qrgps";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-04";"2026-05-13";"Utenos";"Anykščių";NaN;"true";"55,5497023265299";"24,666056748291300";"false";"Anykščių";"Wild";NaN;NaN;NaN;"Tiere";NaN;"4";"4";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"DE-HPAI(NON-P)-2026-f3his";"26-015-f7r75";"Deutschland";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Not applicable";"2026-05-04";"2026-05-04";"Niedersachsen";"Region Hannover";"Hannover";"true";"52,3400000000000";"9,699999999999999";"true";"Hannover";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-04-14";"2026-04-29";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Private Laboratory";"Anser anser";"2026-04-29";"Positive";"EU and WOAH"
"GR-FMD-2026-ria76";NaN;"Griechenland";"Secondary";"Foot and mouth disease virus (Inf. with)";"SAT 1";"Farm";"2026-05-04";"2026-05-04";"Lesvos";"Lesvos";NaN;"true";"39,1206155403558";"25,966690577768222";"false";"MESOTOPO";NaN;NaN;NaN;NaN;"Tiere";"694";"97";"0";NaN;NaN;NaN;"2026";"2026-04-24";"2026-04-29";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Sheep";"2026-04-29";"Negative";"EU and WOAH"
"RO-ASF-2026-qg9l2";NaN;"Rumänien";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-04-30";"Bihor";"Vascau";NaN;"true";"46,4388695204889";"22,364859136341362";"false";"Vascau";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-04-29";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"FR-HPAI(P)-2026-8ut1q";"IA20260193-f1n7t";"Frankreich";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-30";"2026-05-05";"Dordogne";NaN;NaN;"false";"45,1920741120029";"0,680741897367752";"false";"Dordogne";NaN;"Poultry";NaN;NaN;"Tiere";"4242";NaN;NaN;"4242";NaN;NaN;"2026";"2026-04-28";"2026-04-29";NaN;"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"Regional Reference Laboratory";"Birds";"2026-04-29";"Positive";"EU and WOAH"
"PL-HPAI(P)-2026-r1h9b";"2026/113-qtvsq";"Polen";"Primary";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"Farm";"2026-04-30";"2026-05-07";"Mazowieckie";"Sierpc";"Gozdowo";"false";"52,7118942105389";"19,724756450934454";"false";"Rycharcice";NaN;"Poultry";NaN;NaN;"Tiere";"4567";"4567";"100";"4467";NaN;NaN;"2026";"2026-04-28";"2026-04-29";NaN;"Continuing";"false";"true";"true";"true";"Pathogen detection";"Nucleic acid detection";"Real-time reverse transcription polymerase chain reaction (rRT-PCR)";"Laboratory";"National Reference Laboratory";"Birds";"2026-04-29";"Positive";"EU and WOAH"
"DE-ASF-2026-0n4dm";"26-011-petpk";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-04-30";"Nordrhein-Westfalen";"Olpe";"Kirchhundem";"true";"51,0350000000000";"8,090000000000000";"true";"Kirchhundem";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"0";"1";"0";"0";"2026";"2026-04-28";"2026-04-29";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Polymerase chain reaction (PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-ASF-2026-h9v32";"2026/1081-q3xyg";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-04-30";"2026-04-30";"Lubelskie";"Łęczna";"Ludwin";"true";"51,3719533311080";"22,955064010953159";"false";"Ludwin";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-28";"2026-04-29";"2026-04-29";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-nwpa9";"08788-j881i";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,7395323430911";"24,039795678848265";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"4";"4";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"PL-RABIES-2026-sf02x";"2026/2-rvaxq";"Polen";"Primary";"Rabies virus (Inf. with)";"RABV";NaN;"2026-04-30";"2026-04-30";"Podlaskie";"Białystok (City)";"Białystok";NaN;NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";"1";"1";"0";"1";"0";NaN;"2026";"2026-04-23";"2026-04-29";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Reverse transcription-polymerase chain reaction (RT-PCR)";"Laboratory";"National Reference Laboratory";"Nyctereutes procyonoides";"2026-04-29";"Positive";"EU"
"LT-ASF-2026-t4iuf";"08789-w1wgy";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,7312564293472";"24,045312382892771";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"5";"5";NaN;NaN;NaN;"2026";"2026-04-23";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-8o4m2";"08877/5-1trdm";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,6560532175466";"24,142266864286885";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-5avqz";"08877/4-srsnz";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,6806575543323";"24,046065710014997";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-g9m9e";"08877/3-e2kc7";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,6558088149392";"24,187990450565739";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
"LT-ASF-2026-j9z1d";"08877/2-h18cd";"Litauen";"Secondary";"A.S.F. in wild boar";NaN;"Forest";"2026-04-30";"2026-05-13";"Panevezio";"Panevėžio";NaN;"true";"55,6441827803805";"24,171961403480992";"false";"Panevėžio";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-27";"2026-04-29";"2026-04-29";"Resolved";"false";"true";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"National Reference Laboratory";"Sus scrofa";"2026-04-29";"Positive";"EU and WOAH"
