"country";"eventId";"reportId";"disease";"subType";"eventStartDate";"reason";"reportStatus";"submissionDate";"reportNumber"
"Ukraine";"3170-g2teu";"149367-mobkr";"African swine fever virus (Inf. with)";NaN;"31.3.2020";"Recurrence of an eradicated disease";"Validated";"1.4.2021";"FUR_1"
"Latvia";"3553-nsv52";"149341-qx9qg";"SARS-CoV-2 in animals (Inf. with)";NaN;"1.2.2021";"Emerging disease";"Validated";"31.3.2021";"FUR_1"
"Hungary";"3590-i4b7l";"149333-2nf41";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"2.3.2021";"Recurrence of an eradicated disease";"Validated";"30.3.2021";"FUR_2"
"Hungary";"3592-sj0s5";"149332-nkfti";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"23.2.2021";"Recurrence of an eradicated disease";"Validated";"30.3.2021";"FUR_2"
"Hungary";"3485-i8l1v";"149331-ieg8y";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"22.12.2020";"Recurrence of an eradicated disease";"Validated";"30.3.2021";"FUR_7"
"Hungary";"3493-6wp2o";"149330-tbx9c";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"12.1.2021";"Recurrence of an eradicated disease";"Validated";"30.3.2021";"FUR_7"
"Hungary";"3484-7dga5";"149329-afxh1";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"4.1.2021";"Recurrence of an eradicated disease";"Validated";"30.3.2021";"FUR_7"
"Austria";"3319-vnmgf";"149274-m5xz0";"West Nile Fever";NaN;"20.9.2020";"Recurrence of an eradicated disease";"Validated";"25.3.2021";"FUR_2"
"Sweden";"3577-v498o";"149253-uzha3";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"28.2.2021";"Recurrence of an eradicated disease";"Validated";"24.3.2021";"FUR_2"
"Sweden";"3504-a29z7";"149252-8uzuv";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N5";"17.1.2021";"Recurrence of an eradicated disease";"Validated";"24.3.2021";"FUR_7"
"Iceland";"3349-qeaw9";"149139-j29ml";"Scrapie";NaN;"13.10.2020";"Recurrence of an eradicated disease";"Validated";"18.3.2021";"FUR_2"
"Ireland";"3440-sevun";"149098-1a3y0";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"9.12.2020";"First occurrence in the country";"Validated";"15.3.2021";"FUR_1"
"United Kingdom";"3598-x0bld";"149091-8aom8";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N8";"21.11.2020";"Unusual host species";"Validated";"15.3.2021";"IN"
"Netherlands";"3413-zutgl";"20025-x5ur0";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"7.11.2020";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_1"
"Russia";"3488-a0lm6";"20014-zoi9r";"Sheep pox and goat pox";NaN;"26.12.2020";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_1"
"Russia";"3284-ovw11";"20009-gghtq";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"11.8.2020";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_12"
"Russia";"3455-i9675";"20008-q9msg";"Newcastle disease virus (Inf. with)";NaN;"7.12.2020";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_1"
"Luxembourg";"2360-ozrti";"19930-ghcl3";"Paenibacillus larvae (Inf. of honey bees with) (American foulbrood)";NaN;"22.7.2017";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_2"
"Norway";"1783-d0sqr";"15870-q2p86";"Paratuberculosis";NaN;"4.6.2015";"Recurrence of an eradicated disease";"Validated";"18.2.2021";"FUR_9"
"Germany";"3295-tdu72";"19984-bz7my";"West Nile Fever";NaN;"25.8.2020";"Recurrence of an eradicated disease";"Validated";"16.2.2021";"FUR_8"
"Luxembourg";"2290-uagju";"19931-zygnu";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"30.5.2017";"Recurrence of an eradicated disease";"Validated";"11.2.2021";"FUR_1"
"Romania";"3367-f8d3o";"19913-0sfad";"Caprine arthritis/encephalitis";NaN;"14.10.2020";"Recurrence of an eradicated disease";"Validated";"10.2.2021";"FUR_3"
"France";"3421-yjkv6";"19849-cbevu";"Aujeszky's disease virus (Inf. with)";NaN;"14.10.2020";"Recurrence of an eradicated disease";"Validated";"4.2.2021";"FUR_2"
"Romania";"3489-ue5ye";"19844-wo9es";"Bluetongue virus (Inf. with)";"4";"27.11.2020";"Recurrence of an eradicated disease";"Validated";"4.2.2021";"FUR_2"
"Bosnia and Herzegovina";"3541-eofi6";"19842-gm375";"SARS-CoV-2 in animals (Inf. with)";NaN;"29.1.2021";"Emerging disease";"Validated";"3.2.2021";"IN"
"Switzerland";"3456-nomlf";"19821-3lo27";"Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis";NaN;"9.12.2020";"Recurrence of an eradicated disease";"Validated";"2.2.2021";"FUR_2"
"United Kingdom";"3431-ge2vh";"19732-qj5ss";"Infectious hypodermal and haematopoietic necrosis virus (Inf. with)";NaN;"30.10.2020";"Recurrence";"Validated";"27.1.2021";"FUR_2"
"Serbia";"3340-dbevr";"19654-i20r1";"Bluetongue virus (Inf. with)";"4";"7.10.2020";"Recurrence of an eradicated disease";"Validated";"20.1.2021";"FUR_2"
"Russia";"3292-cs5m6";"19648-romhi";"Lumpy skin disease virus (Inf. with)";NaN;"25.8.2020";"First occurrence in a zone or a compartment";"Validated";"20.1.2021";"FUR_3"
"Ukraine";"3437-rluv6";"19632-c1kkt";"African swine fever virus (Inf. with)";NaN;"10.12.2020";"Recurrence of an eradicated disease";"Validated";"19.1.2021";"FUR_1"
"Ukraine";"3423-bazro";"19620-by22h";"African swine fever virus (Inf. with)";NaN;"30.11.2020";"Recurrence of an eradicated disease";"Validated";"19.1.2021";"FUR_1"
"Italy";"3344-00lz9";"19576-e692l";"Viral haemorrhagic septicaemia virus (Inf. with)";NaN;"25.9.2020";"Recurrence";"Validated";"15.1.2021";"FUR_1"
"Italy";"3397-kynre";"19501-w8x04";"Low pathogenic avian influenza (poultry) (2006-2021)";"H5";"17.11.2020";"Recurrence of an eradicated disease";"Validated";"8.1.2021";"FUR_2"
"Spain";"3465-qi7xv";"19389-eg08r";"Bovine spongiform encephalopathy";NaN;"21.12.2020";"Recurrence of an eradicated disease";"Validated";"7.1.2021";"IN"
"France";"3402-hm9by";"19474-unld4";"SARS-CoV-2 in animals (Inf. with)";NaN;"16.11.2020";"Emerging disease";"Validated";"6.1.2021";"FUR_1"
"France";"3290-5wrvg";"18748-v3y1t";"West Nile Fever";NaN;"12.8.2020";"Recurrence of an eradicated disease";"Validated";"6.1.2021";"FUR_3"
"Latvia";"3089-hp2gr";"19419-95gqx";"African swine fever virus (Inf. with)";NaN;"2.1.2020";"Recurrence of an eradicated disease";"Validated";"30.12.2020";"FUR_49"
"Russia";"3443-eel7j";"19408-1x4qx";"African swine fever virus (Inf. with)";NaN;"24.11.2020";"Recurrence of an eradicated disease";"Validated";"30.12.2020";"FUR_1"
"Russia";"3308-u74al";"19404-afgjp";"Newcastle disease virus (Inf. with)";NaN;"8.9.2020";"Recurrence of an eradicated disease";"Validated";"30.12.2020";"FUR_4"
"Russia";"2954-rdunc";"19403-yp999";"Sheep pox and goat pox";NaN;"10.7.2019";"Recurrence of an eradicated disease";"Validated";"30.12.2020";"FUR_17"
"North Macedonia";"3243-ze1wy";"19195-zp6mn";"Bluetongue virus (Inf. with)";"4";"12.7.2020";"Recurrence of an eradicated disease";"Validated";"29.12.2020";"FUR_16"
"Ukraine";"3383-wl8je";"19365-8j6jq";"African swine fever virus (Inf. with)";NaN;"10.11.2020";"Recurrence of an eradicated disease";"Validated";"24.12.2020";"FUR_1"
"Ukraine";"3370-srm6h";"19364-wpif9";"African swine fever virus (Inf. with)";NaN;"5.11.2020";"Recurrence of an eradicated disease";"Validated";"24.12.2020";"FUR_1"
"Luxembourg";"3301-h67ht";"18943-x97hh";"Bluetongue virus (Inf. with)";"8";"28.8.2020";"Recurrence of an eradicated disease";"Validated";"24.12.2020";"FUR_1"
"Slovenia";"3460-du4fi";"19363-0h50s";"SARS-CoV-2 in animals (Inf. with)";NaN;"25.11.2020";"Emerging disease";"Validated";"23.12.2020";"IN"
"Romania";"3294-czz28";"19334-dapps";"Bluetongue virus (Inf. with)";"4";"21.8.2020";"Recurrence of an eradicated disease";"Validated";"22.12.2020";"FUR_2"
"Croatia";"3160-agnfr";"19333-2sgku";"Anthrax";NaN;"26.3.2020";"Recurrence of an eradicated disease";"Validated";"22.12.2020";"FUR_1"
"Sweden";"3390-jxs68";"19328-nhco8";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N8";"13.11.2020";"Recurrence of an eradicated disease";"Validated";"22.12.2020";"FUR_3"
"Russia";"3271-2n9b5";"19269-mspzr";"Lumpy skin disease virus (Inf. with)";NaN;"1.8.2020";"Recurrence of an eradicated disease";"Validated";"16.12.2020";"FUR_4"
"Russia";"3322-q4mns";"19138-rn3kx";"Newcastle disease virus (Inf. with)";NaN;"30.9.2020";"First occurrence in a zone or a compartment";"Validated";"16.12.2020";"FUR_1"
"Germany";"3296-3zhh2";"19260-1fd2c";"West Nile Fever";NaN;"30.7.2020";"Recurrence of an eradicated disease";"Validated";"15.12.2020";"FUR_6"
"Ukraine";"3345-gy74p";"19212-ako7c";"African swine fever virus (Inf. with)";NaN;"21.10.2020";"Recurrence of an eradicated disease";"Validated";"11.12.2020";"FUR_1"
"Ukraine";"3354-jd8en";"19211-udipx";"African swine fever virus (Inf. with)";NaN;"29.10.2020";"Recurrence of an eradicated disease";"Validated";"11.12.2020";"FUR_1"
"North Macedonia";"3240-3ysem";"19194-lnion";"Bluetongue virus (Inf. with)";"4";"5.7.2020";"Recurrence of an eradicated disease";"Validated";"9.12.2020";"FUR_3"
"North Macedonia";"3239-6i7ms";"19193-f292r";"Bluetongue virus (Inf. with)";"4";"5.7.2020";"Recurrence of an eradicated disease";"Validated";"9.12.2020";"FUR_3"
"Italy";"3277-av0kh";"19051-0201i";"Anthrax";NaN;"22.7.2020";"Recurrence of an eradicated disease";"Validated";"24.11.2020";"FUR_2"
"Germany";"6966-4zavx";"182223-kjq62";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"28.10.2025";"Recurrence of an eradicated disease";"Validated";"10.4.2026";"FUR_5"
"Germany";"7002-yq86g";"181531-c6zld";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"6.11.2025";"Recurrence of an eradicated disease";"Validated";"10.4.2026";"FUR_6"
"Germany";"6892-gohlo";"181880-hwgoj";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"13.10.2025";"Recurrence of an eradicated disease";"Validated";"10.4.2026";"FUR_24"
"Germany";"6025-gkmtf";"182204-c691q";"African swine fever virus (Inf. with)";NaN;"10.11.2024";"First occurrence in a zone or a compartment";"Validated";"9.4.2026";"FUR_11"
"Denmark";"6917-r67yi";"182206-9rbmm";"Bovine pestiviruses (Inf. with) (Bovine viral diarrhoea)";NaN;"22.9.2025";"Recurrence of an eradicated disease";"Validated";"9.4.2026";"FUR_21"
"Denmark";"7385-a77p1";"182205-g61d5";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"20.1.2026";"Recurrence of an eradicated disease";"Validated";"9.4.2026";"FUR_2"
"France";"7427-p747y";"182185-cu805";"Marteilia refringens (Inf. with)";NaN;"25.9.2025";"Recurrence";"Validated";"8.4.2026";"IN"
"Ukraine";"6702-hzsi4";"179998-dpyio";"African swine fever virus (Inf. with)";NaN;"4.8.2025";"Recurrence of an eradicated disease";"Validated";"7.4.2026";"FUR_6"
"Ukraine";"7201-qj4jl";"182167-04yzr";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"15.1.2026";"Recurrence of an eradicated disease";"Validated";"7.4.2026";"FUR_1"
"Bosnia and Herzegovina";"7309-edy7u";"182136-57mch";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"24.2.2026";"Recurrence of an eradicated disease";"Validated";"7.4.2026";"FUR_3"
"Russia";"7410-7wh9x";"182008-oy5rp";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"26.2.2026";"Recurrence of an eradicated disease";"Validated";"6.4.2026";"IN"
"Serbia";"6683-h2qlj";"182070-4493q";"Bluetongue virus (Inf. with)";"8";"26.7.2025";"New strain in the country";"Validated";"2.4.2026";"FUR_11"
"Serbia";"6919-w62c8";"182069-z72k9";"Bluetongue virus (Inf. with)";"3";"14.10.2025";"New strain in the country";"Validated";"2.4.2026";"FUR_4"
"Albania";"7415-9xq5b";"182064-q0ase";"Peste des petits ruminants virus (Inf. with)";NaN;"30.3.2026";"Recurrence of an eradicated disease";"Validated";"1.4.2026";"IN"
"Germany";"6056-42ma2";"180982-9973m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"31.10.2024";"Recurrence of an eradicated disease";"Validated";"31.3.2026";"FUR_25"
"Germany";"6245-sdz0c";"180984-y09bw";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"27.1.2025";"Recurrence of an eradicated disease";"Validated";"31.3.2026";"FUR_6"
"Germany";"6938-txsnm";"180987-myg97";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.10.2025";"Recurrence of an eradicated disease";"Validated";"31.3.2026";"FUR_3"
"France";"6584-1k09z";"181983-f9lp7";"Lumpy skin disease virus (Inf. with)";NaN;"23.6.2025";"First occurrence in the country";"Validated";"30.3.2026";"FUR_44"
"Bulgaria";"6999-4c9yd";"181975-mafx2";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"6.11.2025";"Recurrence of an eradicated disease";"Validated";"30.3.2026";"FUR_1"
"Ukraine";"7399-g5s83";"181926-vmh3h";"African swine fever virus (Inf. with)";NaN;"25.3.2026";"Recurrence of an eradicated disease";"Validated";"26.3.2026";"IN"
"Romania";"7398-ymkbk";"181913-is1pf";"Bluetongue virus (Inf. with)";"3";"23.3.2026";"New strain in a zone or a compartment";"Validated";"26.3.2026";"IN"
"Belgium";"6921-uyvn0";"181897-uj7ko";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"21.10.2025";"Recurrence of an eradicated disease";"Validated";"25.3.2026";"FUR_34"
"Portugal";"6759-htb83";"181866-ea8k2";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"2.9.2025";"Recurrence of an eradicated disease";"Validated";"24.3.2026";"FUR_15"
"Germany";"7390-d6loj";"181865-u3iap";"Equine infectious anaemia";NaN;"19.3.2026";"Recurrence of an eradicated disease";"Validated";"24.3.2026";"IN"
"Germany";"7122-5vnik";"181857-abisg";"Equine infectious anaemia";NaN;"5.12.2025";"Recurrence of an eradicated disease";"Validated";"24.3.2026";"FUR_1"
"Germany";"6753-jphmu";"181856-46fmh";"Equine infectious anaemia";NaN;"15.8.2025";"Recurrence of an eradicated disease";"Validated";"24.3.2026";"FUR_2"
"Slovakia";"7250-vk5w6";"181831-8g0wn";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"3.2.2026";"Recurrence of an eradicated disease";"Validated";"23.3.2026";"FUR_4"
"Finland";"7384-qlqjm";"181812-xo07p";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"Pending";"26.2.2026";"Recurrence of an eradicated strain";"Validated";"23.3.2026";"FUR_1"
"Germany";"6878-7s5eh";"181415-hlpby";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"10.10.2025";"Recurrence of an eradicated disease";"Validated";"23.3.2026";"FUR_11"
"Hungary";"7171-96hyx";"181781-cwq2p";"Aujeszky's disease virus (Inf. with)";NaN;"31.12.2025";"Recurrence of an eradicated disease";"Validated";"20.3.2026";"FUR_4"
"Germany";"6927-he1jn";"181731-xue1n";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"22.10.2025";"Recurrence of an eradicated disease";"Validated";"19.3.2026";"FUR_4"
"Ukraine";"7382-clukg";"181725-vi72i";"African swine fever virus (Inf. with)";NaN;"16.3.2026";"Recurrence of an eradicated disease";"Validated";"18.3.2026";"IN"
"United Kingdom";"7139-jx017";"181720-5lw4b";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.12.2025";"Recurrence of an eradicated disease";"Validated";"18.3.2026";"FUR_13"
"Germany";"6133-uklnl";"180968-6w67e";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"16.12.2024";"Recurrence of an eradicated disease";"Validated";"17.3.2026";"FUR_9"
"Poland";"6905-irzok";"181665-q0u0f";"Newcastle disease virus (Inf. with)";NaN;"15.10.2025";"Recurrence of an eradicated disease";"Validated";"17.3.2026";"FUR_17"
"Poland";"7029-q8i6o";"181664-qnk9w";"Newcastle disease virus (Inf. with)";NaN;"18.11.2025";"First occurrence in a zone or a compartment";"Validated";"17.3.2026";"FUR_14"
"Poland";"7028-dkmyq";"181663-yf7sy";"Newcastle disease virus (Inf. with)";NaN;"17.11.2025";"First occurrence in a zone or a compartment";"Validated";"17.3.2026";"FUR_14"
"Norway";"6767-cyx3p";"181641-38ftt";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"2.9.2025";"Recurrence of an eradicated disease";"Validated";"16.3.2026";"FUR_30"
"Finland";"7213-fado1";"181572-o37gg";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"12.1.2026";"Recurrence of an eradicated strain";"Validated";"13.3.2026";"FUR_6"
"Bulgaria";"6766-225y5";"181540-7t73q";"African swine fever virus (Inf. with)";NaN;"23.7.2025";"Recurrence of an eradicated disease";"Validated";"13.3.2026";"FUR_24"
"United Kingdom";"7217-mbcy4";"181549-hr845";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"16.1.2026";"Recurrence of an eradicated disease";"Validated";"13.3.2026";"FUR_7"
"Italy";"7144-aq17h";"180980-2zmqh";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"19.11.2025";"Recurrence of an eradicated strain";"Validated";"13.3.2026";"FUR_6"
"Germany";"7021-4k892";"181523-m1a3j";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"14.11.2025";"Recurrence of an eradicated disease";"Validated";"12.3.2026";"FUR_2"
"Spain";"6316-1a81m";"181470-7hs2q";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.2.2025";"Recurrence of an eradicated disease";"Validated";"12.3.2026";"FUR_37"
"Italy";"6671-zvazv";"181473-u7z70";"Bluetongue virus (Inf. with)";"8";"9.7.2025";"First occurrence in a zone or a compartment";"Validated";"12.3.2026";"FUR_24"
"Italy";"6869-b82kn";"181474-rz3rt";"Bluetongue virus (Inf. with)";"4";"2.10.2025";"First occurrence in a zone or a compartment";"Validated";"12.3.2026";"FUR_3"
"Germany";"7360-18inj";"181449-snxti";"Bluetongue virus (Inf. with)";"8";"9.2.2026";"Recurrence of an eradicated disease";"Validated";"11.3.2026";"IN"
"Germany";"7155-bdek4";"181448-uzhkv";"Bluetongue virus (Inf. with)";"8";"8.12.2025";"Recurrence of an eradicated strain";"Validated";"11.3.2026";"FUR_1"
"Germany";"7154-mt3rz";"181446-omqsn";"Bluetongue virus (Inf. with)";"8";"28.10.2025";"Recurrence of an eradicated strain";"Validated";"11.3.2026";"FUR_1"
"Germany";"7153-lfkej";"181445-8msjd";"Bluetongue virus (Inf. with)";"8";"18.11.2025";"Recurrence of an eradicated strain";"Validated";"11.3.2026";"FUR_1"
